Attrition,age,BusinessTravel,Department,gender,JobSatisfaction,monthlyincome,overtime,Age_Band
No,50,Travel_Rarely,Research & Development,Male,4,17399,No,Experienced(30-50)
No,33,Travel_Frequently,Research & Development,Female,2,5488,Yes,Experienced(30-50)
No,41,Travel_Frequently,Research & Development,Male,3,19419,No,Experienced(30-50)
No,27,Travel_Rarely,Research & Development,Female,2,2811,No,Rookie(below 30)
No,45,Non-Travel,Research & Development,Male,1,3633,Yes,Experienced(30-50)
No,47,Travel_Rarely,Sales,Female,4,4163,Yes,Experienced(30-50)
Yes,30,Travel_Rarely,Research & Development,Female,3,2132,Yes,Rookie(below 30)
No,50,Travel_Rarely,Research & Development,Male,3,13973,Yes,Experienced(30-50)
No,38,Travel_Frequently,Research & Development,Male,3,2684,No,Experienced(30-50)
No,46,Travel_Rarely,Research & Development,Male,3,10845,No,Experienced(30-50)
No,24,Travel_Rarely,Research & Development,Female,3,4377,No,Rookie(below 30)
Yes,35,Travel_Rarely,Research & Development,Male,2,3743,Yes,Experienced(30-50)
No,31,Travel_Frequently,Research & Development,Female,1,4148,No,Experienced(30-50)
No,18,Non-Travel,Research & Development,Male,4,1051,No,Rookie(below 30)
No,54,Travel_Rarely,Research & Development,Female,3,10739,No,Senior(50-60)
No,35,Travel_Rarely,Research & Development,Female,3,10388,Yes,Experienced(30-50)
No,30,Travel_Rarely,Research & Development,Female,1,11416,Yes,Rookie(below 30)
Yes,20,Travel_Rarely,Research & Development,Female,1,2600,Yes,Rookie(below 30)
Yes,30,Travel_Frequently,Research & Development,Female,2,2422,No,Rookie(below 30)
No,26,Travel_Rarely,Research & Development,Male,4,5472,No,Rookie(below 30)
No,22,Travel_Rarely,Research & Development,Male,1,2451,No,Rookie(below 30)
No,48,Travel_Rarely,Research & Development,Male,3,4240,No,Experienced(30-50)
No,48,Travel_Rarely,Research & Development,Male,3,10999,No,Experienced(30-50)
No,41,Travel_Rarely,Research & Development,Female,3,5003,No,Experienced(30-50)
No,39,Travel_Rarely,Research & Development,Female,4,12742,No,Experienced(30-50)
No,27,Travel_Rarely,Research & Development,Female,4,4227,No,Rookie(below 30)
No,35,Travel_Rarely,Research & Development,Male,4,3917,No,Experienced(30-50)
No,42,Travel_Rarely,Sales,Male,3,18303,No,Experienced(30-50)
No,50,Travel_Rarely,Research & Development,Male,4,2380,No,Experienced(30-50)
No,59,Travel_Rarely,Research & Development,Female,4,13726,Yes,Senior(50-60)
Yes,37,Travel_Rarely,Research & Development,Female,2,4777,No,Experienced(30-50)
No,55,Travel_Frequently,Research & Development,Male,2,6385,Yes,Senior(50-60)
No,41,Non-Travel,Research & Development,Female,3,19973,No,Experienced(30-50)
No,38,Travel_Rarely,Sales,Male,4,6861,Yes,Experienced(30-50)
Yes,26,Non-Travel,Sales,Male,1,4969,No,Rookie(below 30)
Yes,52,Travel_Rarely,Sales,Female,4,19845,No,Senior(50-60)
No,44,Travel_Rarely,Sales,Female,4,13320,Yes,Experienced(30-50)
No,50,Non-Travel,Sales,Female,3,6347,No,Experienced(30-50)
Yes,36,Travel_Rarely,Research & Development,Female,1,2743,No,Experienced(30-50)
No,39,Travel_Frequently,Research & Development,Female,1,10880,Yes,Experienced(30-50)
No,33,Non-Travel,Sales,Female,4,2342,No,Experienced(30-50)
No,45,Travel_Rarely,Sales,Female,4,17650,No,Experienced(30-50)
No,32,Non-Travel,Research & Development,Female,3,4025,No,Experienced(30-50)
No,34,Travel_Rarely,Sales,Male,4,9725,No,Experienced(30-50)
No,59,Travel_Rarely,Sales,Male,4,11904,Yes,Senior(50-60)
No,45,Travel_Rarely,Human Resources,Male,2,2177,No,Experienced(30-50)
No,53,Travel_Frequently,Sales,Female,2,7525,No,Senior(50-60)
Yes,36,Travel_Rarely,Research & Development,Male,3,4834,No,Experienced(30-50)
Yes,26,Travel_Frequently,Research & Development,Male,1,2042,Yes,Rookie(below 30)
No,34,Travel_Rarely,Sales,Female,3,2220,Yes,Experienced(30-50)
No,28,Travel_Rarely,Sales,Male,2,1052,No,Rookie(below 30)
No,38,Travel_Frequently,Research & Development,Male,3,2821,No,Experienced(30-50)
No,50,Travel_Rarely,Research & Development,Male,3,19237,Yes,Experienced(30-50)
No,37,Travel_Rarely,Research & Development,Female,2,4107,No,Experienced(30-50)
No,40,Travel_Rarely,Sales,Male,1,8396,No,Experienced(30-50)
No,26,Travel_Frequently,Research & Development,Female,3,2007,No,Rookie(below 30)
No,46,Travel_Rarely,Research & Development,Male,4,19627,No,Experienced(30-50)
No,54,Travel_Rarely,Sales,Female,3,10686,No,Senior(50-60)
No,56,Travel_Frequently,Research & Development,Female,3,2942,No,Senior(50-60)
No,36,Travel_Rarely,Research & Development,Female,4,8858,No,Experienced(30-50)
No,55,Non-Travel,Research & Development,Male,1,16756,No,Senior(50-60)
No,43,Travel_Rarely,Sales,Male,4,10798,No,Experienced(30-50)
Yes,20,Travel_Frequently,Sales,Female,4,2323,Yes,Rookie(below 30)
Yes,21,Travel_Rarely,Research & Development,Female,1,1416,No,Rookie(below 30)
No,46,Travel_Rarely,Research & Development,Female,1,4615,Yes,Experienced(30-50)
Yes,51,Travel_Rarely,Research & Development,Male,3,2461,Yes,Senior(50-60)
Yes,28,Non-Travel,Research & Development,Male,1,8722,No,Rookie(below 30)
No,26,Travel_Rarely,Research & Development,Male,1,3955,No,Rookie(below 30)
No,30,Travel_Rarely,Research & Development,Male,1,9957,No,Rookie(below 30)
No,41,Travel_Rarely,Research & Development,Female,3,3376,No,Experienced(30-50)
No,38,Travel_Rarely,Research & Development,Female,3,8823,No,Experienced(30-50)
No,40,Travel_Rarely,Research & Development,Male,4,10322,No,Experienced(30-50)
No,27,Non-Travel,Research & Development,Male,3,4621,No,Rookie(below 30)
No,55,Travel_Frequently,Research & Development,Male,2,10976,No,Senior(50-60)
No,28,Travel_Rarely,Research & Development,Female,3,3660,No,Rookie(below 30)
Yes,44,Travel_Rarely,Human Resources,Male,1,10482,No,Experienced(30-50)
No,33,Travel_Rarely,Research & Development,Male,4,7119,No,Experienced(30-50)
Yes,35,Travel_Rarely,Sales,Male,1,9582,Yes,Experienced(30-50)
Yes,33,Travel_Frequently,Research & Development,Female,3,4508,No,Experienced(30-50)
No,28,Travel_Rarely,Research & Development,Male,3,2207,No,Rookie(below 30)
No,34,Travel_Frequently,Research & Development,Male,4,7756,No,Experienced(30-50)
No,37,Travel_Rarely,Sales,Female,4,6694,Yes,Experienced(30-50)
Yes,25,Travel_Rarely,Research & Development,Male,4,3691,Yes,Rookie(below 30)
Yes,26,Travel_Rarely,Research & Development,Male,3,2377,No,Rookie(below 30)
Yes,33,Travel_Rarely,Research & Development,Male,2,2313,Yes,Experienced(30-50)
No,42,Travel_Rarely,Research & Development,Male,1,17665,No,Experienced(30-50)
Yes,28,Travel_Frequently,Research & Development,Male,2,2596,No,Rookie(below 30)
Yes,50,Travel_Frequently,Sales,Male,3,4728,Yes,Experienced(30-50)
No,33,Travel_Frequently,Sales,Female,2,4302,No,Experienced(30-50)
No,34,Non-Travel,Research & Development,Male,4,2979,No,Experienced(30-50)
No,48,Non-Travel,Research & Development,Male,4,16885,No,Experienced(30-50)
No,45,Non-Travel,Sales,Female,3,5593,No,Experienced(30-50)
No,52,Travel_Rarely,Research & Development,Male,2,10445,No,Senior(50-60)
No,38,Travel_Rarely,Sales,Male,3,8740,Yes,Experienced(30-50)
No,29,Travel_Rarely,Research & Development,Female,4,2514,No,Rookie(below 30)
No,28,Travel_Rarely,Research & Development,Female,2,7655,No,Rookie(below 30)
No,46,Travel_Rarely,Sales,Male,3,17465,No,Experienced(30-50)
No,38,Travel_Rarely,Sales,Male,2,7351,No,Experienced(30-50)
No,43,Travel_Frequently,Research & Development,Female,1,10820,No,Experienced(30-50)
Yes,39,Travel_Frequently,Research & Development,Male,4,12169,No,Experienced(30-50)
No,40,Travel_Rarely,Research & Development,Male,3,19626,No,Experienced(30-50)
No,21,Travel_Rarely,Research & Development,Female,2,2070,Yes,Rookie(below 30)
No,39,Non-Travel,Research & Development,Male,2,6782,No,Experienced(30-50)
No,36,Non-Travel,Research & Development,Male,4,7779,No,Experienced(30-50)
No,31,Travel_Frequently,Sales,Male,4,2791,No,Experienced(30-50)
No,28,Travel_Rarely,Research & Development,Male,2,3201,No,Rookie(below 30)
No,35,Travel_Frequently,Sales,Male,4,4968,No,Experienced(30-50)
No,49,Travel_Rarely,Sales,Male,2,13120,No,Experienced(30-50)
No,34,Travel_Frequently,Research & Development,Male,3,4033,No,Experienced(30-50)
No,29,Travel_Frequently,Research & Development,Female,2,3291,No,Rookie(below 30)
No,42,Travel_Rarely,Research & Development,Male,4,4272,No,Experienced(30-50)
No,29,Travel_Rarely,Research & Development,Male,4,5056,Yes,Rookie(below 30)
No,38,Travel_Rarely,Human Resources,Male,3,2844,No,Experienced(30-50)
No,28,Travel_Frequently,Research & Development,Male,3,2703,Yes,Rookie(below 30)
Yes,18,Non-Travel,Research & Development,Male,3,1904,No,Rookie(below 30)
Yes,33,Travel_Rarely,Sales,Female,1,8224,Yes,Experienced(30-50)
No,41,Travel_Rarely,Research & Development,Male,4,4766,Yes,Experienced(30-50)
Yes,31,Travel_Frequently,Research & Development,Male,3,2610,No,Experienced(30-50)
No,37,Travel_Rarely,Research & Development,Female,4,5731,No,Experienced(30-50)
No,27,Travel_Rarely,Research & Development,Male,3,2539,No,Rookie(below 30)
No,34,Travel_Rarely,Sales,Female,3,5714,No,Experienced(30-50)
No,35,Travel_Rarely,Human Resources,Male,3,4323,No,Experienced(30-50)
Yes,29,Travel_Rarely,Sales,Female,1,7336,No,Rookie(below 30)
No,40,Travel_Frequently,Research & Development,Female,3,13499,No,Experienced(30-50)
Yes,42,Travel_Frequently,Sales,Male,1,13758,Yes,Experienced(30-50)
No,42,Travel_Rarely,Sales,Male,1,5155,No,Experienced(30-50)
No,35,Travel_Rarely,Research & Development,Male,3,2258,No,Experienced(30-50)
No,24,Travel_Rarely,Research & Development,Male,2,3597,No,Rookie(below 30)
Yes,28,Travel_Rarely,Research & Development,Female,4,2515,Yes,Rookie(below 30)
No,26,Travel_Rarely,Research & Development,Male,4,4420,No,Rookie(below 30)
No,30,Travel_Rarely,Sales,Male,3,6578,No,Rookie(below 30)
No,40,Travel_Frequently,Research & Development,Female,4,4422,Yes,Experienced(30-50)
No,35,Travel_Rarely,Research & Development,Male,2,10274,No,Experienced(30-50)
No,34,Travel_Frequently,Research & Development,Male,1,5343,No,Experienced(30-50)
No,35,Travel_Frequently,Research & Development,Male,4,2376,No,Experienced(30-50)
Yes,43,Travel_Rarely,Sales,Female,3,5346,No,Experienced(30-50)
No,32,Non-Travel,Sales,Female,1,2827,No,Experienced(30-50)
No,56,Travel_Rarely,Research & Development,Female,1,19943,No,Senior(50-60)
No,29,Travel_Rarely,Research & Development,Female,4,3131,No,Rookie(below 30)
No,19,Travel_Rarely,Research & Development,Male,1,2552,No,Rookie(below 30)
No,45,Travel_Rarely,Research & Development,Female,3,4477,Yes,Experienced(30-50)
No,37,Travel_Rarely,Research & Development,Female,4,6474,No,Experienced(30-50)
No,20,Travel_Rarely,Research & Development,Male,3,3033,No,Rookie(below 30)
Yes,44,Travel_Rarely,Research & Development,Male,3,2936,Yes,Experienced(30-50)
No,53,Travel_Rarely,Research & Development,Female,3,18606,No,Senior(50-60)
No,29,Travel_Rarely,Research & Development,Female,4,2168,Yes,Rookie(below 30)
Yes,22,Travel_Frequently,Research & Development,Male,4,2853,Yes,Rookie(below 30)
No,46,Travel_Rarely,Sales,Female,1,17048,No,Experienced(30-50)
No,44,Non-Travel,Research & Development,Male,3,2290,No,Experienced(30-50)
No,33,Travel_Rarely,Human Resources,Male,3,3600,No,Experienced(30-50)
Yes,41,Non-Travel,Research & Development,Male,1,2107,No,Experienced(30-50)
No,30,Travel_Rarely,Sales,Male,1,4115,No,Rookie(below 30)
No,40,Travel_Frequently,Sales,Male,2,4327,No,Experienced(30-50)
No,50,Travel_Frequently,Research & Development,Female,1,17856,No,Experienced(30-50)
No,28,Travel_Rarely,Research & Development,Male,1,3196,No,Rookie(below 30)
No,46,Travel_Rarely,Research & Development,Male,2,19081,No,Experienced(30-50)
No,35,Travel_Rarely,Sales,Male,1,8966,Yes,Experienced(30-50)
Yes,24,Travel_Rarely,Research & Development,Female,2,2210,No,Rookie(below 30)
No,33,Travel_Frequently,Sales,Female,3,4539,No,Experienced(30-50)
No,36,Travel_Rarely,Research & Development,Male,3,2741,No,Experienced(30-50)
No,30,Travel_Rarely,Research & Development,Male,3,3491,No,Rookie(below 30)
No,44,Travel_Rarely,Research & Development,Male,4,4541,No,Experienced(30-50)
No,20,Travel_Rarely,Sales,Male,4,2678,No,Rookie(below 30)
No,46,Travel_Rarely,Research & Development,Male,4,7379,No,Experienced(30-50)
No,42,Non-Travel,Human Resources,Male,1,6272,No,Experienced(30-50)
No,60,Travel_Rarely,Sales,Male,4,5220,Yes,Senior(50-60)
No,32,Travel_Frequently,Research & Development,Female,2,2743,No,Experienced(30-50)
No,32,Travel_Frequently,Research & Development,Female,3,4998,Yes,Experienced(30-50)
No,36,Travel_Rarely,Research & Development,Female,1,10252,Yes,Experienced(30-50)
No,33,Travel_Rarely,Research & Development,Male,4,2781,No,Experienced(30-50)
No,40,Travel_Rarely,Sales,Female,2,6852,No,Experienced(30-50)
No,25,Travel_Rarely,Sales,Male,4,4950,No,Rookie(below 30)
No,30,Travel_Rarely,Research & Development,Male,2,3579,Yes,Rookie(below 30)
No,42,Travel_Frequently,Research & Development,Female,1,13191,Yes,Experienced(30-50)
No,35,Non-Travel,Sales,Female,4,10377,Yes,Experienced(30-50)
No,27,Travel_Rarely,Research & Development,Male,1,2235,Yes,Rookie(below 30)
No,54,Travel_Frequently,Research & Development,Female,3,10502,No,Senior(50-60)
No,44,Travel_Rarely,Research & Development,Female,4,2011,No,Experienced(30-50)
Yes,19,Non-Travel,Research & Development,Female,2,1859,Yes,Rookie(below 30)
No,29,Travel_Rarely,Research & Development,Female,4,3760,No,Rookie(below 30)
No,54,Travel_Rarely,Research & Development,Male,4,17779,No,Senior(50-60)
No,31,Travel_Rarely,Research & Development,Male,1,6833,Yes,Experienced(30-50)
No,31,Travel_Rarely,Research & Development,Female,1,6812,No,Experienced(30-50)
No,59,Travel_Rarely,Sales,Female,4,5171,No,Senior(50-60)
No,43,Travel_Rarely,Research & Development,Male,4,19740,No,Experienced(30-50)
No,49,Travel_Rarely,Research & Development,Male,3,18711,No,Experienced(30-50)
No,36,Travel_Frequently,Research & Development,Male,2,3692,No,Experienced(30-50)
No,48,Travel_Rarely,Research & Development,Male,2,2559,No,Experienced(30-50)
No,27,Travel_Rarely,Research & Development,Male,3,2517,No,Rookie(below 30)
No,29,Travel_Rarely,Research & Development,Male,4,6623,Yes,Rookie(below 30)
No,48,Travel_Rarely,Research & Development,Male,4,18265,No,Experienced(30-50)
No,29,Travel_Rarely,Research & Development,Female,4,16124,No,Rookie(below 30)
No,34,Travel_Rarely,Research & Development,Female,3,2585,No,Experienced(30-50)
No,44,Travel_Rarely,Sales,Male,2,18213,No,Experienced(30-50)
No,33,Travel_Rarely,Sales,Male,3,8380,Yes,Experienced(30-50)
No,19,Travel_Rarely,Research & Development,Female,4,2994,Yes,Rookie(below 30)
No,23,Travel_Rarely,Research & Development,Male,3,1223,No,Rookie(below 30)
Yes,25,Travel_Frequently,Sales,Male,4,1118,Yes,Rookie(below 30)
No,26,Travel_Rarely,Research & Development,Male,4,2875,Yes,Rookie(below 30)
Yes,45,Travel_Rarely,Sales,Female,2,18824,Yes,Experienced(30-50)
No,55,Non-Travel,Research & Development,Male,2,13577,Yes,Senior(50-60)
Yes,21,Travel_Frequently,Research & Development,Female,3,2625,No,Rookie(below 30)
No,46,Travel_Rarely,Sales,Female,2,18789,No,Experienced(30-50)
No,34,Travel_Rarely,Sales,Female,1,4538,Yes,Experienced(30-50)
No,51,Travel_Frequently,Sales,Male,2,19847,Yes,Senior(50-60)
No,59,Travel_Rarely,Research & Development,Male,4,10512,No,Senior(50-60)
No,34,Travel_Frequently,Research & Development,Female,2,4444,No,Experienced(30-50)
No,28,Travel_Frequently,Research & Development,Male,3,2154,Yes,Rookie(below 30)
No,44,Travel_Rarely,Research & Development,Male,1,19190,No,Experienced(30-50)
No,34,Travel_Frequently,Human Resources,Male,2,4490,No,Experienced(30-50)
No,35,Travel_Rarely,Research & Development,Male,3,3506,Yes,Experienced(30-50)
No,42,Travel_Rarely,Research & Development,Female,2,2372,Yes,Experienced(30-50)
No,43,Travel_Rarely,Sales,Female,4,10231,No,Experienced(30-50)
No,36,Travel_Rarely,Research & Development,Female,2,5410,Yes,Experienced(30-50)
Yes,44,Travel_Rarely,Research & Development,Female,4,7978,No,Experienced(30-50)
No,28,Travel_Frequently,Research & Development,Male,4,3867,Yes,Rookie(below 30)
No,51,Travel_Frequently,Research & Development,Female,3,2838,No,Senior(50-60)
No,30,Non-Travel,Research & Development,Female,3,4695,Yes,Rookie(below 30)
Yes,29,Travel_Rarely,Research & Development,Female,3,3339,Yes,Rookie(below 30)
No,28,Travel_Rarely,Research & Development,Male,1,2080,No,Rookie(below 30)
No,25,Travel_Rarely,Research & Development,Female,2,2096,No,Rookie(below 30)
No,32,Travel_Rarely,Sales,Male,4,6209,No,Experienced(30-50)
No,45,Travel_Frequently,Research & Development,Female,2,18061,No,Experienced(30-50)
No,39,Travel_Rarely,Research & Development,Female,2,17123,Yes,Experienced(30-50)
No,58,Travel_Rarely,Research & Development,Male,3,2372,No,Senior(50-60)
Yes,32,Travel_Rarely,Research & Development,Male,3,4883,No,Experienced(30-50)
Yes,39,Travel_Rarely,Research & Development,Male,1,3904,No,Experienced(30-50)
No,30,Travel_Rarely,Research & Development,Female,4,4627,No,Rookie(below 30)
No,36,Travel_Rarely,Research & Development,Female,3,7094,No,Experienced(30-50)
No,46,Travel_Rarely,Human Resources,Female,1,3423,No,Experienced(30-50)
No,28,Non-Travel,Research & Development,Female,4,6674,No,Rookie(below 30)
No,50,Travel_Rarely,Research & Development,Female,1,16880,Yes,Experienced(30-50)
Yes,40,Travel_Rarely,Sales,Male,2,9094,Yes,Experienced(30-50)
Yes,52,Travel_Rarely,Sales,Male,2,8446,Yes,Senior(50-60)
No,30,Travel_Rarely,Research & Development,Female,1,11916,Yes,Rookie(below 30)
No,39,Travel_Rarely,Research & Development,Male,3,4534,No,Experienced(30-50)
No,31,Non-Travel,Sales,Female,3,9852,Yes,Experienced(30-50)
No,41,Non-Travel,Sales,Male,2,6151,No,Experienced(30-50)
Yes,31,Travel_Frequently,Sales,Female,2,2302,Yes,Experienced(30-50)
Yes,44,Travel_Rarely,Research & Development,Male,1,2362,No,Experienced(30-50)
No,42,Non-Travel,Research & Development,Male,3,17861,Yes,Experienced(30-50)
No,55,Travel_Rarely,Research & Development,Female,3,19187,No,Senior(50-60)
No,56,Travel_Rarely,Human Resources,Male,2,19717,No,Senior(50-60)
No,40,Non-Travel,Research & Development,Male,3,3544,No,Experienced(30-50)
No,34,Travel_Rarely,Research & Development,Male,4,8500,No,Experienced(30-50)
No,40,Travel_Rarely,Research & Development,Male,4,4661,No,Experienced(30-50)
No,41,Travel_Frequently,Sales,Female,1,4103,No,Experienced(30-50)
No,35,Travel_Frequently,Research & Development,Male,3,4249,Yes,Experienced(30-50)
No,51,Travel_Rarely,Human Resources,Male,2,14026,Yes,Senior(50-60)
No,38,Travel_Rarely,Sales,Female,1,6893,No,Experienced(30-50)
No,34,Travel_Rarely,Sales,Female,1,6125,No,Experienced(30-50)
No,25,Travel_Rarely,Research & Development,Male,4,3669,No,Rookie(below 30)
Yes,58,Travel_Rarely,Research & Development,Female,1,10008,Yes,Senior(50-60)
No,40,Travel_Rarely,Research & Development,Male,2,2387,No,Experienced(30-50)
No,36,Travel_Frequently,Sales,Female,1,4639,No,Experienced(30-50)
No,48,Travel_Rarely,Research & Development,Male,4,7898,No,Experienced(30-50)
No,27,Travel_Rarely,Sales,Female,4,2534,No,Rookie(below 30)
No,51,Travel_Rarely,Research & Development,Female,2,13142,No,Senior(50-60)
No,18,Non-Travel,Research & Development,Female,4,1611,No,Rookie(below 30)
No,35,Travel_Rarely,Research & Development,Female,4,5363,No,Experienced(30-50)
No,27,Travel_Frequently,Sales,Male,4,5071,No,Rookie(below 30)
Yes,55,Travel_Rarely,Sales,Male,3,13695,Yes,Senior(50-60)
No,56,Travel_Rarely,Research & Development,Male,2,13402,Yes,Senior(50-60)
No,34,Non-Travel,Research & Development,Female,3,2029,No,Experienced(30-50)
No,40,Travel_Rarely,Research & Development,Female,3,6377,No,Experienced(30-50)
No,34,Travel_Rarely,Research & Development,Male,3,5429,No,Experienced(30-50)
Yes,31,Travel_Frequently,Sales,Female,4,2785,No,Experienced(30-50)
Yes,35,Travel_Frequently,Sales,Female,3,4614,Yes,Experienced(30-50)
No,38,Travel_Frequently,Research & Development,Male,3,2610,No,Experienced(30-50)
No,34,Travel_Rarely,Research & Development,Female,4,6687,No,Experienced(30-50)
No,28,Travel_Rarely,Sales,Male,1,4724,No,Rookie(below 30)
Yes,31,Travel_Rarely,Research & Development,Male,3,6179,Yes,Experienced(30-50)
No,39,Travel_Rarely,Sales,Male,4,6120,Yes,Experienced(30-50)
No,51,Travel_Frequently,Sales,Male,2,10596,No,Senior(50-60)
No,41,Travel_Frequently,Research & Development,Female,4,5467,Yes,Experienced(30-50)
No,37,Travel_Rarely,Research & Development,Male,3,2996,Yes,Experienced(30-50)
No,33,Travel_Frequently,Sales,Male,4,9998,No,Experienced(30-50)
No,32,Travel_Rarely,Sales,Male,2,4078,Yes,Experienced(30-50)
No,39,Non-Travel,Research & Development,Male,3,10920,No,Experienced(30-50)
No,25,Travel_Rarely,Sales,Male,3,6232,No,Rookie(below 30)
No,52,Travel_Frequently,Research & Development,Female,3,13247,Yes,Senior(50-60)
No,43,Travel_Rarely,Research & Development,Female,3,4081,Yes,Experienced(30-50)
No,27,Travel_Rarely,Sales,Female,4,5769,Yes,Rookie(below 30)
Yes,27,Travel_Rarely,Research & Development,Female,3,2394,Yes,Rookie(below 30)
No,26,Travel_Rarely,Research & Development,Male,4,3904,No,Rookie(below 30)
No,42,Travel_Rarely,Human Resources,Female,1,16799,No,Experienced(30-50)
No,52,Travel_Rarely,Research & Development,Female,1,2950,No,Senior(50-60)
No,37,Travel_Rarely,Research & Development,Female,3,3629,No,Experienced(30-50)
No,35,Travel_Frequently,Research & Development,Male,4,9362,No,Experienced(30-50)
No,25,Travel_Rarely,Research & Development,Male,4,3229,No,Rookie(below 30)
No,26,Travel_Rarely,Research & Development,Male,1,3578,No,Rookie(below 30)
No,29,Travel_Rarely,Human Resources,Male,1,7988,No,Rookie(below 30)
Yes,49,Travel_Frequently,Research & Development,Male,1,4284,No,Experienced(30-50)
Yes,29,Travel_Frequently,Research & Development,Female,4,7553,Yes,Rookie(below 30)
No,54,Travel_Rarely,Research & Development,Female,4,17328,No,Senior(50-60)
No,58,Travel_Rarely,Research & Development,Female,1,19701,Yes,Senior(50-60)
No,55,Travel_Rarely,Research & Development,Male,4,14732,No,Senior(50-60)
No,36,Travel_Rarely,Sales,Female,2,9278,Yes,Experienced(30-50)
Yes,31,Travel_Frequently,Sales,Female,3,1359,No,Experienced(30-50)
No,30,Travel_Rarely,Sales,Female,1,4779,No,Rookie(below 30)
No,31,Travel_Rarely,Research & Development,Female,2,16422,No,Experienced(30-50)
No,34,Travel_Frequently,Research & Development,Male,1,2996,No,Experienced(30-50)
Yes,31,Travel_Rarely,Research & Development,Female,2,1261,No,Experienced(30-50)
No,27,Travel_Rarely,Research & Development,Male,1,2099,No,Rookie(below 30)
No,36,Travel_Rarely,Research & Development,Male,4,5810,No,Experienced(30-50)
No,36,Travel_Rarely,Sales,Female,1,5647,No,Experienced(30-50)
No,47,Travel_Rarely,Research & Development,Male,4,3420,No,Experienced(30-50)
Yes,25,Travel_Rarely,Sales,Male,1,4400,No,Rookie(below 30)
No,37,Non-Travel,Research & Development,Male,3,3500,No,Experienced(30-50)
No,56,Travel_Rarely,Research & Development,Female,1,2066,No,Senior(50-60)
No,47,Travel_Rarely,Research & Development,Female,3,17169,No,Experienced(30-50)
No,24,Travel_Rarely,Sales,Female,3,4162,Yes,Rookie(below 30)
No,32,Travel_Rarely,Sales,Male,4,9204,No,Experienced(30-50)
No,34,Travel_Rarely,Research & Development,Female,2,3294,No,Experienced(30-50)
No,41,Travel_Rarely,Research & Development,Male,3,2127,Yes,Experienced(30-50)
No,40,Non-Travel,Research & Development,Male,3,3975,No,Experienced(30-50)
No,31,Travel_Rarely,Sales,Male,4,10793,No,Experienced(30-50)
Yes,46,Travel_Rarely,Sales,Male,4,10096,No,Experienced(30-50)
Yes,39,Non-Travel,Research & Development,Female,1,3646,Yes,Experienced(30-50)
Yes,31,Travel_Frequently,Research & Development,Female,2,7446,No,Experienced(30-50)
No,45,Travel_Rarely,Research & Development,Male,1,10851,Yes,Experienced(30-50)
No,31,Travel_Rarely,Human Resources,Female,2,2109,No,Experienced(30-50)
Yes,31,Travel_Frequently,Research & Development,Male,4,3722,Yes,Experienced(30-50)
No,45,Travel_Rarely,Research & Development,Male,4,9380,Yes,Experienced(30-50)
No,48,Travel_Rarely,Sales,Male,1,5486,No,Experienced(30-50)
Yes,34,Travel_Rarely,Human Resources,Female,3,2742,No,Experienced(30-50)
No,40,Non-Travel,Research & Development,Male,2,13757,No,Experienced(30-50)
No,28,Travel_Rarely,Sales,Male,1,8463,No,Rookie(below 30)
No,44,Non-Travel,Research & Development,Male,3,3162,No,Experienced(30-50)
No,53,Travel_Rarely,Research & Development,Male,2,16598,No,Senior(50-60)
No,49,Travel_Rarely,Research & Development,Male,3,6651,No,Experienced(30-50)
No,40,Travel_Rarely,Research & Development,Male,3,2345,No,Experienced(30-50)
No,44,Travel_Rarely,Research & Development,Male,2,3420,No,Experienced(30-50)
No,33,Travel_Frequently,Sales,Male,1,4373,No,Experienced(30-50)
No,34,Travel_Rarely,Sales,Male,1,4759,No,Experienced(30-50)
No,30,Travel_Rarely,Sales,Male,3,5301,No,Rookie(below 30)
No,42,Travel_Frequently,Research & Development,Female,4,3673,No,Experienced(30-50)
No,44,Travel_Frequently,Sales,Female,3,4768,No,Experienced(30-50)
No,30,Non-Travel,Research & Development,Male,3,1274,No,Rookie(below 30)
No,57,Travel_Rarely,Research & Development,Male,3,4900,No,Senior(50-60)
No,49,Travel_Rarely,Research & Development,Male,2,10466,No,Experienced(30-50)
No,34,Travel_Frequently,Research & Development,Male,1,17007,No,Experienced(30-50)
Yes,28,Travel_Frequently,Sales,Male,3,2909,No,Rookie(below 30)
Yes,29,Travel_Frequently,Sales,Female,2,5765,No,Rookie(below 30)
Yes,34,Travel_Rarely,Sales,Female,2,4599,Yes,Experienced(30-50)
No,35,Travel_Rarely,Sales,Male,3,2404,No,Experienced(30-50)
Yes,24,Travel_Frequently,Research & Development,Male,1,3172,Yes,Rookie(below 30)
No,24,Non-Travel,Sales,Female,2,2033,No,Rookie(below 30)
No,44,Travel_Frequently,Research & Development,Male,3,10209,Yes,Experienced(30-50)
No,29,Travel_Rarely,Sales,Male,3,8620,No,Rookie(below 30)
No,30,Travel_Rarely,Human Resources,Male,3,2064,No,Rookie(below 30)
No,55,Travel_Rarely,Research & Development,Male,3,4035,Yes,Senior(50-60)
No,33,Travel_Rarely,Research & Development,Female,2,3838,No,Experienced(30-50)
No,47,Travel_Rarely,Sales,Female,3,4591,Yes,Experienced(30-50)
Yes,28,Travel_Frequently,Research & Development,Male,1,2561,No,Rookie(below 30)
No,28,Travel_Rarely,Research & Development,Male,3,1563,No,Rookie(below 30)
No,28,Travel_Frequently,Sales,Male,1,4898,No,Rookie(below 30)
